Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
93795,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,"Silva, Daniel",,"=""0451208188""","=""9780451208187""",0,4.16,Berkley Books,Paperback,437,2003,2002,,2021/10/09,to-read,to-read (#71),to-read,,,,0,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0593230256""","=""9780593230251""",0,4.54,Random House,Hardcover,496,2020,2020,,2021/10/09,to-read,to-read (#70),to-read,,,,0,0
27209433,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,"Isenberg, Nancy",,"=""0670785970""","=""9780670785971""",0,3.75,Viking,Hardcover,460,2016,2016,,2021/10/09,to-read,to-read (#69),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",4,4.38,Harriman House,Paperback,252,2020,2020,2021/10/08,2021/09/06,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",3,4.25,Harper Business,Paperback,623,2006,1949,2021/10/04,2021/08/07,,,read,,,,1,0
568236,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,"Tuchman, Barbara W.",,"=""0345349571""","=""9780345349576""",0,4.04,Random House Trade,Paperback,714,1987,1978,,2021/10/05,to-read,to-read (#68),to-read,,,,0,0
114795,Living and Working in Switzerland: A Survival Handbook (Living & Working),David Hampshire,"Hampshire, David",,"=""190113024X""","=""9781901130249""",0,3.79,"Survival Books, Ltd.",Paperback,448,2005,1989,,2021/09/23,to-read,to-read (#67),to-read,,,,0,0
56680994,God of War full story vol.1: The story of Kratos (God of war series),Anmol Rawat,"Rawat, Anmol",,"=""""","=""""",0,3.00,,Kindle Edition,,2019,,,2021/09/12,to-read,to-read (#66),to-read,,,,0,0
6633102,God of War,Matthew Woodring Stover,"Stover, Matthew Woodring",Robert E. Vardeman,"=""034550867X""","=""9780345508676""",0,3.60,Del Rey,Paperback,301,2010,2010,,2021/09/12,to-read,to-read (#65),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.02,Modern Library,Paperback,490,2003,1320,,2021/09/12,to-read,to-read (#64),to-read,,,,0,0
2878210,La Divina Comedia,Dante Alighieri,"Alighieri, Dante",Roberto Mares,"=""9706668500""","=""9789706668509""",0,4.07,Grupo Editorial Tomo,Paperback,544,2005,1320,,2021/09/12,to-read,to-read (#63),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""""","=""""",0,4.19,Penguin,Mass Market Paperback,1463,1987,1862,,2021/09/09,to-read,to-read (#62),to-read,,,,0,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.28,Houghton Mifflin,Paperback,366,2002,1937,,2021/09/09,to-read,to-read (#61),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.01,Norton,Paperback,488,1986,1897,,2021/09/09,to-read,to-read (#60),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.11,Random House: Modern Library,Paperback,272,2004,1890,,2021/09/09,to-read,to-read (#59),to-read,,,,0,0
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",0,4.19,Simon & Schuster,Hardcover,600,2017,2017,,2021/09/09,to-read,to-read (#58),to-read,,,,0,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0,4.29,Harper,Hardcover,272,2018,2018,,2021/09/09,to-read,to-read (#57),to-read,,,,0,0
29362095,The Fama Portfolio: Selected Papers of Eugene F. Fama,Eugene F. Fama,"Fama, Eugene F.","John H. Cochrane, Tobias J. Moskowitz","=""022642684X""","=""9780226426846""",0,4.60,University of Chicago Press,Hardcover,584,2017,,,2021/09/08,to-read,to-read (#56),to-read,,,,0,0
2618,The Innovator's Solution: Creating and Sustaining Successful Growth,Clayton M. Christensen,"Christensen, Clayton M.",Michael E. Raynor,"=""1578518520""","=""9781578518524""",0,4.04,Harvard Business Review Press,Hardcover,320,2003,2003,,2021/09/03,to-read,to-read (#55),to-read,,,,0,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.07,North River Press,Paperback,384,2004,1984,,2021/09/03,to-read,to-read (#54),to-read,,,,0,0
376237,Toyota Production System: Beyond large-scale production,Taiichi Ohno,"Ohno, Taiichi",Norman Bodek,"=""0915299143""","=""9780915299140""",0,4.08,Productivity Press ,Hardcover,176,1988,1978,,2021/09/03,to-read,to-read (#53),to-read,,,,0,0
17288803,Hitler’s Elite: The SS 1939-45,Chris McNab,"McNab, Chris",,"=""1782000887""","=""9781782000884""",0,3.84,Osprey Publishing,Hardcover,384,2013,2013,,2021/08/30,to-read,to-read (#52),to-read,,,,0,0
1063799,"Waffen SS: Hitler's Elite Guard at War, 1939 1945",George H. Stein,"Stein, George H.",,"=""0801492750""","=""9780801492754""",0,3.81,Cornell University Press,Paperback,366,1984,1966,,2021/08/30,to-read,to-read (#51),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/08/28,to-read,to-read (#50),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",0,4.03,Penguin Books,Paperback,263,1987,1985,,2021/08/28,to-read,to-read (#49),to-read,,,,0,0
277950,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",William Scott Wilson,"=""4770029160""","=""9784770029164""",0,4.03,Kodansha,Hardcover,179,2002,1716,,2021/08/28,to-read,to-read (#48),to-read,,,,0,0
20809254,Foundations of Strength,James Clear,"Clear, James",,"=""""","=""""",0,4.27,,ebook,32,,,,2021/08/28,to-read,to-read (#47),to-read,,,,0,0
23397038,Mastering Creativity,James Clear,"Clear, James",,"=""""","=""""",0,4.16,,ebook,36,,,,2021/08/28,to-read,to-read (#46),to-read,,,,0,0
20809233,Transform Your Habits,James Clear,"Clear, James",,"=""""","=""""",0,4.25,,ebook,45,,,,2021/08/28,to-read,to-read (#45),to-read,,,,0,0
52950915,Die with Zero: Getting All You Can from Your Money and Your Life,Bill Perkins,"Perkins, Bill",,"=""0358099765""","=""9780358099765""",0,3.92,Houghton Mifflin Harcourt,Hardcover,240,2020,2020,,2021/08/24,to-read,to-read (#44),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.17,Allyn & Bacon,Hardcover,105,1999,1918,,2021/08/21,to-read,to-read (#43),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.38,Avery,Kindle Edition,319,2018,2018,,2021/08/17,to-read,to-read (#42),to-read,,,,2,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2021/08/17,to-read,to-read (#41),to-read,,,,0,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",0,4.10,Portfolio,Hardcover,256,2009,2009,,2021/08/17,to-read,to-read (#40),to-read,,,,0,0
844935,Master-Key to Riches,Napoleon Hill,"Hill, Napoleon",,"=""0449213501""","=""9780449213506""",0,4.27,Fawcett,Paperback,208,1986,1945,,2021/08/17,to-read,to-read (#39),to-read,,,,0,0
10713286,Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,"Hill, Napoleon","Sharon L. Lechter, Mark Victor Hansen, Michael Bernard Beckwith","=""1402784538""","=""9781402784538""",0,4.25,Sterling,Hardcover,288,2011,2011,,2021/08/17,to-read,to-read (#38),to-read,,,,0,0
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill  Carr,"=""1250267595""","=""9781250267597""",0,4.24,St. Martin's Press,Hardcover,304,2021,2021,,2021/08/15,to-read,to-read (#37),to-read,,,,0,0
56695159,Amazon Unbound: Jeff Bezos and the Invention of a Global Empire,Brad Stone,"Stone, Brad",,"=""1982132612""","=""9781982132613""",0,4.10,Simon & Schuster,Hardcover,496,2021,2021,,2021/08/15,to-read,to-read (#36),to-read,,,,0,0
81922,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0446677477""","=""9780446677479""",0,4.13,Business Plus,Paperback,376,2012,,,2021/08/14,to-read,to-read (#35),to-read,,,,0,0
2272527,Rich Dad's Increase Your Financial IQ: Get Smarter with Your Money,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0446509361""","=""9780446509367""",0,4.07,Business Plus,Paperback,240,2008,,,2021/08/14,to-read,to-read (#34),to-read,,,,0,0
32393,The Stock Shop,Peter Lynch,"Lynch, Peter",,"=""0395886112""","=""9780395886113""",0,4.31,Houghton Mifflin Interactive,CD-ROM,1,1998,1998,,2021/08/14,to-read,to-read (#33),to-read,,,,0,0
762464,Beating the Street,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0671891634""","=""9780671891633""",0,4.08,Simon  Schuster,Paperback,336,1994,1992,,2021/08/14,to-read,to-read (#32),to-read,,,,0,0
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0684811634""","=""9780684811635""",0,4.05,Simon  Schuster,Paperback,272,1996,1995,,2021/08/14,to-read,to-read (#31),to-read,,,,0,0
762462,One Up On Wall Street: How to Use What You Already Know to Make Money in the Market,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0743200403""","=""9780743200400""",0,4.26,Simon  Schuster,Paperback,304,2000,1988,,2021/08/14,to-read,to-read (#30),to-read,,,,0,0
110672,The Only Investment Guide You'll Ever Need: Expanded and Updated Throughout,Andrew Tobias,"Tobias, Andrew",,"=""0156029634""","=""9780156029636""",0,3.91,Harvest Books,Paperback,287,2005,1978,,2021/08/14,to-read,to-read (#29),to-read,,,,0,0
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,"Stanley, Thomas J.",William D. Danko,"=""0671015206""","=""9780671015206""",0,4.06,Gallery Books,Paperback,258,1998,1995,,2021/08/14,to-read,to-read (#28),to-read,,,,0,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0751532711""","=""9780751532715""",5,4.12,Time Warner Books UK,Paperback,195,2007,1997,,2021/08/07,,,read,,,,1,0
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",4,4.26,Berkley Books,Paperback,194,2008,1926,,2021/07/27,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.20,Ecco,Hardcover,392,2015,2015,,2021/08/08,to-read,to-read (#27),to-read,,,,0,0
11889928,Worldly Wisdom: Collected Quotations and Aphorisms,Josh Kaufman,"Kaufman, Josh",,"=""""","=""""",0,3.97,Worldly Wisdom Ventures LLC,Kindle Edition,,2011,2011,,2021/08/07,to-read,to-read (#25),to-read,,,,0,0
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins,"Collins, James C.",Jerry I. Porras,"=""0060566108""","=""9780060566104""",0,4.05,Harper Business,Hardcover,368,2004,1994,,2021/08/07,to-read,to-read (#24),to-read,,,,0,0
7696135,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott Belsky,"Belsky, Scott",,"=""159184312X""","=""9781591843122""",0,4.01,Portfolio,Hardcover,256,2010,2010,,2021/08/07,to-read,to-read (#23),to-read,,,,0,0
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,"Kim, W. Chan",Renée Mauborgne,"=""1591396190""","=""9781591396192""",0,3.99,Harvard Business Review Press,Hardcover,240,2005,1994,,2021/08/07,to-read,to-read (#22),to-read,,,,0,0
12605157,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,"Guillebeau, Chris",,"=""0307951529""","=""9780307951526""",0,3.87,Crown Business,Hardcover,268,2012,2012,,2021/08/07,to-read,to-read (#21),to-read,,,,0,0
5152210,Financial Intelligence for Entrepreneurs: What You Really Need to Know About the Numbers,Karen Berman,"Berman, Karen",Joe Knight,"=""1422119157""","=""9781422119150""",0,4.13,Harvard Business Review Press,Paperback,262,2008,2008,,2021/08/07,to-read,to-read (#20),to-read,,,,0,0
9512985,The Personal MBA: Master the Art of Business,Josh Kaufman,"Kaufman, Josh",,"=""1591843529""","=""9781591843528""",0,4.10,Portfolio,Hardcover,416,2010,2010,,2021/08/07,to-read,to-read (#19),to-read,,,,0,0
209956,The Warren Buffett Way: Investment Strategies of the World's Greatest Investor,Robert G. Hagstrom,"Hagstrom, Robert G.",Peter S. Lynch,"=""0471177504""","=""9780471177500""",0,4.16,Wiley,Paperback,274,1997,2007,,2021/08/07,to-read,to-read (#18),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato","Desmond Lee, Maria Helena da Rocha Pereira, Leonel Vallandro, Benjamin Jowett","=""0140449140""","=""9780140449143""",0,3.96,Penguin Classics,Paperback,416,2003,-375,,2021/08/07,to-read,to-read (#17),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.91,Harper,Paperback,212,2016,2016,,2021/08/07,to-read,to-read (#16),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.38,Vintage,Paperback,512,2015,2011,,2021/08/07,to-read,to-read (#15),to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",0,3.63,Penguin Classics,Paperback,288,2002,1848,,2021/08/07,to-read,to-read (#14),to-read,,,,0,0
867247,A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,"Musashi, Miyamoto","Victor Harris, Lew Hartman","=""0517415283""","=""9780517415283""",0,4.00,Gramercy Books,Hardcover,192,1988,1645,,2021/08/07,to-read,to-read (#13),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Jacob Needleman, Brian Browne Walker, Jane English, James Legge, Toinette Lippe, Vladimir Antonov, Claudio Lamparelli, Gia-Fu Feng, Mikhail Nikolenko","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,160,1989,-350,,2021/08/07,to-read,to-read (#12),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","George Long, Diskin Clay, Martin Hammond, Duncan Steen, Edwin Ginn","=""0140449337""","=""9780140449334""",0,4.26,Penguin Books,Paperback,254,2006,180,,2021/08/07,to-read,to-read (#11),to-read,,,,0,0
763362,The One Minute Manager,Kenneth H. Blanchard,"Blanchard, Kenneth H.",Spencer Johnson,"=""0688014291""","=""9780688014292""",0,3.94,William Morrow & Company,Hardcover,111,2003,1981,,2021/08/07,to-read,to-read (#10),to-read,,,,0,0
325785,"Capital: A Critique of Political Economy, Volume 1",Karl Marx,"Marx, Karl","Ernest Mandel, Ben Fowkes","=""0140445684""","=""9780140445688""",0,4.26,Penguin Classics,Paperback,1152,1990,1867,,2021/07/31,to-read,to-read (#9),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.98,Signet Classics,Mass Market Paperback,141,1996,1945,,2021/07/31,to-read,to-read (#8),to-read,,,,0,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/07/31,to-read,to-read (#7),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2021/07/31,to-read,to-read (#6),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2021/07/31,to-read,to-read (#5),to-read,,,,0,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,4.16,Simon & Schuster,Hardcover,630,2011,2011,,2021/07/31,to-read,to-read (#4),to-read,,,,0,0
30186948,Think and Grow Rich,Napoleon Hill,"Hill, Napoleon","Bill Hartley, Ann Hartley, Ben Holden-Crowther, Muhammad Ghous Siddiqui","=""""","=""""",0,4.18,,Paperback,233,2016,1937,,2021/07/31,to-read,to-read (#3),to-read,,,,0,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.15,Free Press,Paperback,372,2004,1988,,2021/07/27,to-read,to-read (#2),to-read,,,,0,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.21,Gallery Books,Paperback,288,1998,1936,,2021/07/27,to-read,to-read (#1),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",4,3.97,Harper Press,Paperback,273,2005,-500,2021/07/27,2021/07/27,,,read,,,,1,0
